user_id,recommend
76561197970982479,True
76561197970982479,True
76561197970982479,True
js41637,True
js41637,True
js41637,True
evcentric,True
evcentric,True
evcentric,True
evcentric,True
evcentric,True
doctr,True
doctr,True
doctr,True
doctr,True
doctr,True
doctr,True
maplemage,True
maplemage,True
maplemage,True
maplemage,True
Wackky,True
Wackky,True
Wackky,True
Wackky,True
Wackky,True
76561198089393905,True
76561198089393905,True
76561198077246154,True
WeiEDKrSat,True
thequeenpanda,True
death-hunter,True
death-hunter,True
death-hunter,True
DJKamBer,True
DJKamBer,True
DJKamBer,True
DJKamBer,True
DJKamBer,True
DJKamBer,True
Rainbow-Dashie,True
Rainbow-Dashie,True
Rainbow-Dashie,True
76561198043472122,False
MarbleShrine,True
PPanther,True
devvonst,True
devvonst,True
devvonst,True
starkillershadow553,True
starkillershadow553,True
76561198058373434,True
76561198048353577,True
76561198048353577,True
76561198066046412,False
76561198066046412,True
tru_mu_,True
76561198070565427,True
76561198070565427,True
76561198070565427,False
76561198070565427,True
SavageEeEe,True
76561198076909484,True
KanadeTheNeko,True
KanadeTheNeko,True
GoAwayZach,True
76561198054540475,True
76561198054540475,True
76561198054540475,True
76561198061252210,True
OfficialShroomsy,True
boydeer,True
boydeer,False
VVillis,True
76561198083226897,True
76561198075277292,True
76561198075277292,True
76561198028895010,True
76561198028895010,True
diego9031,True
diego9031,True
diego9031,True
diego9031,True
diego9031,True
diego9031,True
diego9031,True
diego9031,True
jarrodtrim,True
76561198067936203,True
76561198079770573,True
76561198087586464,True
Derp-e,True
76561198070194565,True
76561198070194565,True
Rivtex,True
UTNerd24,True
UTNerd24,True
UTNerd24,True
UTNerd24,True
UTNerd24,True
UTNerd24,True
sandwiches1,False
76561198138053270,True
lucaswerg,True
lucaswerg,True
Life-Of-Blu,True
Life-Of-Blu,True
CaptianAutismo,True
76561198075895633,True
kube134,True
iamthekingofbrowntown,False
iamthekingofbrowntown,True
iamthekingofbrowntown,True
yookobz,True
yookobz,True
Posiblydead,True
Posiblydead,True
Posiblydead,True
Mossy_Gaming,True
76561198102421718,True
76561198102421718,True
76561198102421718,True
76561198087407319,True
76561198056741844,True
sad-commie,True
sad-commie,True
76561198030567998,True
76561198030567998,True
76561198030567998,True
76561198030567998,True
76561198030567998,True
Coldaniel,True
Coldaniel,True
Coldaniel,True
therealmorty,True
therealmorty,True
Berserklejerker,True
76561198061730629,True
YoHuNz,True
YoHuNz,True
possessioniskey,True
possessioniskey,True
possessioniskey,True
76561198093112529,True
76561198060447950,True
whiteofwolfing,True
sergarino,True
76561198081962345,True
Nozomikat,True
Nozomikat,True
Nozomikat,True
Nozomikat,True
Nozomikat,True
Nozomikat,True
Nozomikat,True
xfluttersx,True
xfluttersx,True
xfluttersx,True
xfluttersx,True
xfluttersx,True
xfluttersx,True
76561198056290589,True
ii_voltage_ii,False
ii_voltage_ii,True
ii_voltage_ii,True
ii_voltage_ii,True
76561198097762318,True
76561198097762318,True
Hirukaz,True
StelerForYou,True
StelerForYou,True
76561198183396245,True
Xx-Woods,True
Xx-Woods,True
Xx-Woods,True
Xx-Woods,True
Xx-Woods,True
Xx-Woods,True
Xx-Woods,True
kevinator23,True
kevinator23,True
kevinator23,True
kevinator23,True
kevinator23,True
kevinator23,True
kevinator23,True
kevinator23,True
76561198090715178,True
76561198090715178,True
CatsWhale,True
CatsWhale,True
CatsWhale,True
CatsWhale,True
76561198073784601,True
mimimomoma,True
76561198102410011,True
de_Butl3r,True
Bluezap1,True
Bluezap1,True
Bluezap1,True
Bluezap1,True
76561198074200011,True
L1J1N,True
Lord_Exploit,True
Lord_Exploit,True
AVATAR715,False
AVATAR715,True
AVATAR715,True
AVATAR715,True
AVATAR715,True
AVATAR715,True
AVATAR715,True
AVATAR715,True
76561198078752187,True
A-Very-Sly-Person,True
A-Very-Sly-Person,True
76561197994493402,True
76561197994493402,True
76561198065656175,True
97396295,True
97396295,True
97396295,False
76561198126640317,True
76561198126640317,True
76561198126640317,True
76561198126640317,True
76561198126640317,True
76561198126640317,True
76561198126640317,True
DemonicWolvz,True
DemonicWolvz,True
DemonicWolvz,True
DemonicWolvz,True
DemonicWolvz,True
DemonicWolvz,True
DieMadchenschanderin,True
DieMadchenschanderin,False
DieMadchenschanderin,False
GGargula,True
getf0kinn0sc0pedm9,True
76561198141443390,True
whodafuqisthisguilao,True
Magjiikal,True
Magjiikal,True
ohnospaghet,True
ohnospaghet,True
ohnospaghet,True
ohnospaghet,True
2768820078,True
2768820078,True
2768820078,True
2768820078,True
2768820078,False
2768820078,True
2768820078,True
2768820078,True
2d4nk4m3,False
2d4nk4m3,True
76561198095921854,True
EizanAratoFujimaki,True
TeCool,True
TeCool,True
TeCool,True
TeCool,False
2xDelorean,True
2xDelorean,True
2xDelorean,True
2xDelorean,True
washington_,True
jewxxl,True
76561198088944293,True
76561198092540221,True
76561198092540221,True
76561198092540221,True
76561198092540221,True
76561198092540221,True
76561198051258119,True
nubquake123,True
Pyromanic,True
Pyromanic,True
Pyromanic,True
CobRazor,True
relesprit,True
WitchHunter4542,True
WitchHunter4542,True
WitchHunter4542,True
pwrt,True
pwrt,True
wantmahbody,True
benedictcuminherbatch,True
76561198031207016,True
76561198043458582,True
76561198043458582,True
76561198043458582,True
76561198043458582,True
smashiroshh,True
killbunny38,True
killbunny38,False
76561198047630659,False
1337lolroflmao,True
1337lolroflmao,True
1337lolroflmao,True
1337lolroflmao,True
1337lolroflmao,True
1337lolroflmao,True
1337lolroflmao,True
1337lolroflmao,True
1337lolroflmao,True
sithjjf,False
76561198060039459,False
OzfurAtlas,True
76561198065593074,False
76561198065593074,True
76561198065593074,True
76561198044169764,False
76561198044169764,False
76561198044169764,True
euzi,True
76561197961778802,True
thisissohardtomakeoneup,True
76561198087010391,True
66666669999999,False
76561198061174192,True
76561198061174192,True
ReMiXOfficalSteam,True
Wilfire77,True
76561198084390807,True
76561198084390807,True
Mastic,False
Mastic,True
Mastic,True
76561198028286104,True
tarjla,True
tarjla,True
tarjla,True
tarjla,True
tarjla,True
tarjla,True
tarjla,True
deathnz1,True
76561198104393251,True
redsncrimson,True
redsncrimson,True
redsncrimson,True
redsncrimson,True
redsncrimson,True
H1DD3NT3RR0R,True
H1DD3NT3RR0R,True
H1DD3NT3RR0R,True
H1DD3NT3RR0R,True
H1DD3NT3RR0R,False
H1DD3NT3RR0R,True
76561198071214618,True
76561198115115631,True
76561198071175142,True
76561198071175142,True
t8s,True
t8s,True
pikawuu2,True
Sammeh00,True
Michaelele,True
Michaelele,True
Michaelele,True
Michaelele,True
76561198045754869,True
76561198076098774,True
76561198103253374,True
76561198048417105,True
76561198048417105,True
76561198090842891,True
76561198055767971,False
76561197998052647,True
76561198145436942,True
jjas01,False
jjas01,False
jjas01,True
jjas01,True
jjas01,True
jjas01,True
jjas01,True
jjas01,True
3xotic26,True
3xotic26,True
3xotic26,True
3xotic26,True
iamthetrashlord,True
iamthetrashlord,True
3dster,True
76561198079990063,True
Forty-Nine,True
76561198051017916,True
76561198051017916,True
L4M1NAS,True
76561197995322437,True
imsojipper,True
76561198084542731,True
76561198084542731,True
76561198103671881,True
mrpfresh,True
GamerFag,True
GamerFag,True
GamerFag,True
GamerFag,True
GamerFag,True
EHS-R3AP3R,False
EHS-R3AP3R,True
EHS-R3AP3R,True
EHS-R3AP3R,True
chidori_647,True
chidori_647,True
chidori_647,False
chidori_647,True
chidori_647,False
76561198092227136,True
76561198092227136,True
hellcat59,True
76561198007584361,True
tbimperator,True
Allahu_Akbar666,True
Allahu_Akbar666,False
ulramite,True
ulramite,True
-GM-Dragon,False
-GM-Dragon,True
76561198054040292,True
76561198078799606,False
76561198078799606,True
76561198078799606,True
I_DID_911_JUST_SAYING,True
diabeticfuck,True
diabeticfuck,True
diabeticfuck,False
diabeticfuck,True
76561198054465623,False
76561198054465623,True
76561198054465623,True
76561198054465623,True
76561198054465623,True
76561198054465623,True
aaropro,True
abiam,True
FrankoWalker,True
FrankoWalker,True
FrankoWalker,True
LightfootSword7,False
SALTTHEW0UND,True
SALTTHEW0UND,True
SALTTHEW0UND,True
SALTTHEW0UND,True
SALTTHEW0UND,True
SALTTHEW0UND,True
express157,True
76561198074644990,True
76561198074644990,True
76561198074644990,False
76561198064304806,True
TomoeMamiewe,True
76561198057086148,True
Acidius99,True
Acidius99,True
Acidius99,False
acorn13,True
acorn13,True
acorn13,True
AddzyTheBaddzy,True
AddzyTheBaddzy,True
mrfunkyjunkie,True
mrfunkyjunkie,True
mrfunkyjunkie,True
76561198167207237,True
76561198167207237,True
76561198167207237,True
cancerkek,True
76561198073508075,True
76561198073508075,True
advenger95,True
advenger95,True
advenger95,True
EndAtHallow,True
76561198063624801,True
aeryal,True
76561198070263209,True
76561198015968275,True
Agiegamma,True
76561198082614708,True
Agronoth,True
Agronoth,True
Agronoth,True
Agronoth,True
Agronoth,False
UnholyFallenAngel,True
UnholyFallenAngel,True
UnholyFallenAngel,True
76561198068565589,True
76561198068565589,True
76561198068565589,False
SlutOnTheSpit,True
WestyGaming,True
NaruseAiria,True
NaruseAiria,True
NaruseAiria,True
NaruseAiria,True
76561198067713802,True
76561198067713802,True
Alex680,True
alansiulun,True
alansiulun,True
Albolah,True
Albolah,True
Albolah,True
76561198003056556,True
maxpaynepillkiller,True
maxpaynepillkiller,True
AlexNoClutch,False
Alexwai04,True
76561198095481910,True
AlkalineDeath,True
AlkalineDeath,True
76561198075935236,True
76561198075935236,True
mintifreshbadger,True
AlpacaRevolution,True
AlpacaRevolution,False
76561198071952798,True
76561198009001563,True
76561198016753953,True
76561198016753953,True
smegmyfoodle,True
smegmyfoodle,True
76561198057869849,True
76561198058836921,True
lol_ursuchanoob,True
lol_ursuchanoob,True
lol_ursuchanoob,True
lol_ursuchanoob,True
AMV72,True
AMV72,False
AMV72,True
AMV72,True
AMV72,True
76561198069170979,True
76561198132540690,True
76561198132540690,True
711armageddoncarmageddon,True
711armageddoncarmageddon,True
711armageddoncarmageddon,True
Andraison,True
76561198055790408,True
76561198069560699,True
76561198069560699,True
76561198069560699,True
76561198069560699,True
76561198099625419,True
76561198099625419,True
76561198099625419,True
76561198099625419,True
76561198099625419,True
76561198084032274,False
76561198084032274,False
Angrovar,True
Angrovar,True
AngryAinsley,True
AngryAinsley,True
AngryAinsley,True
AngryAinsley,True
uradumbtit,True
uradumbtit,True
IKillNoobsFirst,True
76561198037888300,True
1234865654,True
76561198084123358,True
Apachehavoc,False
ApexNZ,True
ApexNZ,True
ApexNZ,True
ApexNZ,True
ApexNZ,True
76561198039441595,False
76561198039441595,False
76561198039441595,False
76561198039441595,False
76561198039441595,False
76561198039441595,True
76561198039441595,True
76561198039441595,False
76561198039441595,True
76561198036687918,True
benjamin27,True
benjamin27,True
AppoGetsSuperAdmin,True
AppoGetsSuperAdmin,False
AppoGetsSuperAdmin,True
76561198049916759,True
76561198049916759,True
XABLAUziitu,False
XABLAUziitu,True
XABLAUziitu,True
XABLAUziitu,True
76561198012909706,True
dragonchief,False
76561198040530605,True
76561198040530605,True
76561198040530605,True
76561198040530605,True
76561197974500703,True
76561197974500703,True
76561197974500703,True
76561197974500703,True
76561197974500703,True
76561197974500703,False
76561197974500703,True
76561197974500703,True
76561198047185525,True
76561198047185525,True
76561198047185525,True
bilyitu,True
bilyitu,True
76561198021244661,True
76561198088538797,True
deployablearchnagel,True
rotflmaoman,True
armouredmarshmallow,True
armouredmarshmallow,True
armouredmarshmallow,True
76561198020928326,True
Array71,False
Array71,True
76561198039874575,True
arronlim13,True
ARTHERDUNGER10,True
Mackus1011,True
Mackus1011,True
Mackus1011,True
Mackus1011,True
76561198041877981,False
76561198041877981,True
darkmassieh,True
darkmassieh,True
darkmassieh,True
darkmassieh,True
darkmassieh,False
asianturtlefrenzy,True
asianturtlefrenzy,True
asianturtlefrenzy,True
asianturtlefrenzy,True
asianturtlefrenzy,True
asianturtlefrenzy,True
asianturtlefrenzy,True
asianturtlefrenzy,True
asianturtlefrenzy,True
blowjobsfurdayzandgayz,True
blowjobsfurdayzandgayz,True
blowjobsfurdayzandgayz,False
76561198082992295,True
76561198082992295,True
76561198082992295,True
LaLocaDeLosDulces,True
76561198064352761,True
assassin_warman,True
assassin_warman,True
assassin_warman,True
assassin_warman,True
assassin_warman,True
Astrelt,True
Astrelt,True
Astrelt,True
Astrelt,True
Astrelt,True
Astrelt,True
Astrelt,True
Astrelt,True
Astrelt,True
Astrelt,True
Swish0009,True
Swish0009,True
Swish0009,True
Swish0009,True
Swish0009,True
Aurora99,True
Aurora99,True
Aurora99,True
Aurora99,True
Aurora99,True
Aurora99,False
Aurora99,True
Aurora99,True
Aurora99,True
76561198053071988,False
76561198083375450,True
76561198083375450,True
76561198083375450,False
76561198083375450,True
76561198083375450,False
76561198083375450,True
76561198083375450,True
76561198078730600,True
auzmoz,True
auzmoz,True
auzmoz,True
auzzie_96,True
fatrangacuntnolifevirgin,True
76561198064150679,True
76561198110293299,True
76561198110293299,True
76561198110293299,True
76561198110293299,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
Azrafael,True
76561198076301023,True
hoarbiscuit,True
bohgeraltofrivia,True
bohgeraltofrivia,True
TeH-B-Rad,True
TeH-B-Rad,True
BAW_Killer,True
BAW_Killer,False
BAW_Killer,False
gamerdude7892,True
2ez4medick,True
BBBirb,True
AgentXiri,True
76561197998761331,True
76561198096750939,True
crispymemesmantheyremyfavourite,True
crispymemesmantheyremyfavourite,True
crispymemesmantheyremyfavourite,True
crispymemesmantheyremyfavourite,True
76561198074409406,False
H-Alo,True
420Blz,True
76561198076548816,True
76561198076548816,True
76561198076548816,True
76561198076548816,True
chillrend,True
chillrend,True
chillrend,True
chillrend,True
Gborges,True
lukeyturley,True
76561198095142204,True
BOB_200,True
76561198070735033,False
76561198018560501,True
76561198069458790,True
76561198069458790,True
76561198051148175,True
76561198047208452,True
76561198047208452,True
generalale,True
generalale,True
generalale,True
brendoboy,True
brendoboy,False
brendoboy,False
brendoboy,True
brendoboy,True
brendoboy,True
76561198071234254,True
76561198071234254,True
76561198071234254,True
76561198071234254,True
76561198071234254,True
76561197988934555,True
76561197988934555,True
Infixation,True
Infixation,True
Infixation,True
Infixation,True
Infixation,True
Infixation,True
Infixation,True
76561198047304525,True
76561197994969639,True
JuanManSnipez,True
Ben_Andy,False
Ben_Andy,True
Bennysaputra,True
76561198067021476,True
76561198045071942,True
Bhappiikhat,True
Ahahahahahahahahahahahahahahaha,False
BITCHPLESE,True
BITCHPLESE,True
Too_1337,True
Too_1337,True
kinglemon1222,True
76561198030636321,True
IJustWantedToTalk,True
IJustWantedToTalk,True
IJustWantedToTalk,False
76561198034643189,True
LlamasInNigjamas,True
mavros88,False
mavros88,True
mavros88,True
mavros88,True
mavros88,True
Hummingsenpai,True
CHAAANG,True
CHAAANG,True
76561198077586769,True
bitmat,True
bitmat,True
bitmat,True
bitmat,True
76561198028483487,True
Ghoster09,True
Ghoster09,True
Ghoster09,True
76561198081496844,True
180577,True
Barridos,True
76561197988863895,True
76561198042728201,True
76561198042728201,True
hbk1462,True
76561198088724903,True
76561198057521157,True
76561198057521157,True
76561198057521157,False
76561198057521157,True
76561198057389499,True
76561198057389499,True
76561198057389499,True
76561198057389499,True
FHK,True
76561198030735076,True
76561198030735076,False
Bluegills,True
Bluegills,True
Bluegills,True
Bluegills,True
Bluegills,True
Bluegills,True
Bluegills,True
Bluegills,True
76561197970931849,True
76561197970931849,False
rrbr,False
rrbr,True
13lazer,True
76561198044344399,True
76561197999613236,True
76561197999613236,True
76561197999613236,True
76561197999613236,True
RespekPlox,True
76561198062288797,True
76561198062288797,True
bobseagull,True
bobseagull,True
bobseagull,False
bobseagull,True
bobseagull,True
bobseagull,True
bobseagull,True
bokkkbokkk,True
bokkkbokkk,True
Bonesdontrattlethem,True
76561198062403736,True
76561198073642113,True
76561198073642113,True
76561198073642113,True
76561198211433640,True
ilyjoepoe,True
Mantrouminati,True
hididdlyhoe,True
76561198027225504,True
76561198027225504,True
76561198027225504,True
